,Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,White_win%,Black_win%,White_odds,White_Wins,Black_Wins
1369,"Sicilian Defense, Accelerated Dragon, General",black,2107,B36,2018-07-03,2099,2081,48.2,25.0,26.8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,26.8,48.2,0.5560165975103735,564.6759999999999,1015.5740000000001
1370,"Sicilian Defense, Accelerated Dragon, Maroczy Bind",white,6645,B38,2018-07-08,2293,2248,41.3,35.6,23.1,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.c4', 'Bg7', '6.Be3']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,41.3,23.1,1.7878787878787876,2744.385,1534.995
1371,"Sicilian Defense, Accelerated Dragon, Maroczy Bind, Breyer Variation",black,2822,B39,2018-07-07,2206,2260,21.6,34.3,44.0,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3 Nf6 7.Nc3 Ng4,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.c4', 'Bg7', '6.Be3', 'Nf6', '7.Nc3', 'Ng4']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,44.0,21.6,2.0370370370370368,1241.68,609.552
1372,"Sicilian Defense, Accelerated Dragon, Maroczy Bind, General",white,4367,B36,2018-07-08,2345,2304,36.9,42.0,21.1,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.c4']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,36.9,21.1,1.748815165876777,1611.4229999999998,921.4370000000001
1373,"Sicilian Defense, Accelerated Dragon, Maroczy Bind, Gurgenidze Variation",black,1997,B36,2018-07-01,2264,2281,18.4,45.7,36.0,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6 6.Nc3 Nxd4 7.Qxd4 d6,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.c4', 'Nf6', '6.Nc3', 'Nxd4', '7.Qxd4', 'd6']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,36.0,18.4,1.956521739130435,718.92,367.448
1374,"Sicilian Defense, Accelerated Dragon, Modern Bc4 Variation",white,9234,B35,2018-07-09,2259,2232,38.6,30.5,31.0,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7 6.Be3 Nf6 7.Bc4,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.Nc3', 'Bg7', '6.Be3', 'Nf6', '7.Bc4']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,38.6,31.0,1.2451612903225806,3564.324,2862.54
1375,"Sicilian Defense, Accelerated Dragon, Modern Variation",white,5963,B34,2018-07-08,2129,2121,34.9,26.4,38.7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'g6', '5.Nc3']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,34.9,38.7,0.9018087855297157,2081.087,2307.681
1376,"Sicilian Defense, Alapin Variation, Barmen Defense",black,14824,B22,2018-07-07,2196,2225,31.9,35.2,32.9,1.e4 c5 2.c3 d5 3.exd5 Qxd5,"['1.e4', 'c5', '2.c3', 'd5', '3.exd5', 'Qxd5']",e4,c5,c3,d5,exd5,Qxd5,,,32.9,31.9,1.031347962382445,4877.096,4728.856
1377,"Sicilian Defense, Alapin Variation, Barmen Defense, Central Exchange",black,619,B22,2018-06-15,1941,1990,24.9,21.0,54.1,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4 Nc6 6.Nf3 Bg4,"['1.e4', 'c5', '2.c3', 'd5', '3.exd5', 'Qxd5', '4.d4', 'cxd4', '5.cxd4', 'Nc6', '6.Nf3', 'Bg4']",e4,c5,c3,d5,exd5,Qxd5,d4,cxd4,54.1,24.9,2.172690763052209,334.879,154.13099999999997
1378,"Sicilian Defense, Alapin Variation, Barmen Defense, Milner-Barry Attack",white,101,B22,2018-05-18,2362,2316,42.6,42.6,14.8,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4 Nc6 6.Nf3 e5 7.Nc3 Bb4 8.Be2,"['1.e4', 'c5', '2.c3', 'd5', '3.exd5', 'Qxd5', '4.d4', 'cxd4', '5.cxd4', 'Nc6', '6.Nf3', 'e5', '7.Nc3', 'Bb4', '8.Be2']",e4,c5,c3,d5,exd5,Qxd5,d4,cxd4,42.6,14.8,2.8783783783783785,43.026,14.948000000000002
1379,"Sicilian Defense, Alapin Variation, Barmen Defense, Modern Line",black,3838,B22,2018-07-09,2196,2228,28.8,37.7,33.4,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4,"['1.e4', 'c5', '2.c3', 'd5', '3.exd5', 'Qxd5', '4.d4', 'Nf6', '5.Nf3', 'Bg4']",e4,c5,c3,d5,exd5,Qxd5,d4,Nf6,33.4,28.8,1.159722222222222,1281.892,1105.344
1380,"Sicilian Defense, Alapin Variation, General",white,19885,B22,2018-07-09,2226,2185,36.8,29.8,33.4,1.e4 c5 2.c3,"['1.e4', 'c5', '2.c3']",e4,c5,c3,,,,,,36.8,33.4,1.1017964071856288,7317.68,6641.59
1381,"Sicilian Defense, Alapin Variation, Sherzer Variation",black,176,B22,2018-03-24,1909,1940,26.1,16.5,57.4,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 e6 5.Nf3 Nc6,"['1.e4', 'c5', '2.c3', 'Nf6', '3.e5', 'Nd5', '4.d4', 'e6', '5.Nf3', 'Nc6']",e4,c5,c3,Nf6,e5,Nd5,d4,e6,57.4,26.1,2.1992337164750957,101.024,45.93600000000001
1382,"Sicilian Defense, Alapin Variation, Smith-Morra Declined",black,14856,B22,2018-07-09,2227,2257,38.3,32.4,29.3,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4,"['1.e4', 'c5', '2.c3', 'Nf6', '3.e5', 'Nd5', '4.d4', 'cxd4']",e4,c5,c3,Nf6,e5,Nd5,d4,cxd4,29.3,38.3,0.7650130548302873,4352.808,5689.847999999999
1383,"Sicilian Defense, Alapin Variation, Stoltz Attack",white,978,B22,2018-07-07,2358,2326,38.5,35.2,26.3,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.Bc4 Nb6 6.Bb3,"['1.e4', 'c5', '2.c3', 'Nf6', '3.e5', 'Nd5', '4.Nf3', 'Nc6', '5.Bc4', 'Nb6', '6.Bb3']",e4,c5,c3,Nf6,e5,Nd5,Nf3,Nc6,38.5,26.3,1.4638783269961977,376.53,257.214
1384,"Sicilian Defense, Alapin Variation, Stoltz Attack, Ivanchuk Line",black,342,B22,2018-05-01,2363,2379,37.4,27.5,35.1,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 5.Bc4 Nb6 6.Bb3 c4 7.Bc2 Qc7 8.Qe2 g5,"['1.e4', 'c5', '2.c3', 'Nf6', '3.e5', 'Nd5', '4.Nf3', 'Nc6', '5.Bc4', 'Nb6', '6.Bb3', 'c4', '7.Bc2', 'Qc7', '8.Qe2', 'g5']",e4,c5,c3,Nf6,e5,Nd5,Nf3,Nc6,35.1,37.4,0.9385026737967915,120.042,127.90799999999999
1385,"Sicilian Defense, Boleslavsky Variation",white,2292,B59,2018-07-07,2162,2162,21.3,30.2,48.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5 7.Nb3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Be2', 'e5', '7.Nb3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,21.3,48.4,0.4400826446280992,488.19599999999997,1109.328
1386,"Sicilian Defense, Boleslavsky Variation, General Variation",black,1806,B58,2018-06-26,2317,2348,32.9,34.9,32.2,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Be2', 'e5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,32.2,32.9,0.9787234042553192,581.532,594.174
1387,"Sicilian Defense, Boleslavsky Variation, Louma Variation",white,125,B58,2018-05-06,2215,2264,21.6,31.2,47.2,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5 7.Nxc6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Be2', 'e5', '7.Nxc6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,21.6,47.2,0.4576271186440678,27.0,59.0
1388,"Sicilian Defense, Bowlder Attack",white,1705,B20,2018-06-23,1780,1797,24.6,15.0,60.4,1.e4 c5 2.Bc4,"['1.e4', 'c5', '2.Bc4']",e4,c5,Bc4,,,,,,24.6,60.4,0.40728476821192056,419.43,1029.82
1389,"Sicilian Defense, Canal Attack",white,11425,B51,2018-07-09,2325,2295,30.2,34.0,35.8,1.e4 c5 2.Nf3 d6 3.Bb5+,"['1.e4', 'c5', '2.Nf3', 'd6', '3.Bb5+']",e4,c5,Nf3,d6,Bb5+,,,,30.2,35.8,0.8435754189944135,3450.35,4090.1499999999996
1390,"Sicilian Defense, Canal Attack, Haag Gambit",white,719,B51,2018-06-28,2341,2317,39.5,36.9,23.6,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7 4.Bxd7+ Qxd7 5.O-O Nc6 6.c3 Nf6 7.d4,"['1.e4', 'c5', '2.Nf3', 'd6', '3.Bb5+', 'Bd7', '4.Bxd7+', 'Qxd7', '5.O-O', 'Nc6', '6.c3', 'Nf6', '7.d4']",e4,c5,Nf3,d6,Bb5+,Bd7,Bxd7+,Qxd7,39.5,23.6,1.673728813559322,284.005,169.68400000000003
1391,"Sicilian Defense, Canal Attack, Main Line",black,13257,B52,2018-07-09,2233,2249,26.3,39.8,33.9,1.e4 c5 2.Nf3 d6 3.Bb5+ Bd7,"['1.e4', 'c5', '2.Nf3', 'd6', '3.Bb5+', 'Bd7']",e4,c5,Nf3,d6,Bb5+,Bd7,,,33.9,26.3,1.288973384030418,4494.123,3486.5910000000003
1392,"Sicilian Defense, Canal Attack, Moscow Gambit",white,332,B51,2018-07-08,2407,2347,31.0,33.1,35.8,1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.O-O Bd7 5.c3 a6 6.Bxc6 Bxc6 7.Re1 Nf6 8.d4 Bxe4 9.Bg5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.Bb5+', 'Nc6', '4.O-O', 'Bd7', '5.c3', 'a6', '6.Bxc6', 'Bxc6', '7.Re1', 'Nf6', '8.d4', 'Bxe4', '9.Bg5']",e4,c5,Nf3,d6,Bb5+,Nc6,O-O,Bd7,31.0,35.8,0.8659217877094972,102.92,118.85599999999998
1393,"Sicilian Defense, Chameleon",white,2130,B20,2018-07-09,2283,2266,40.2,28.9,30.9,1.e4 c5 2.Ne2,"['1.e4', 'c5', '2.Ne2']",e4,c5,Ne2,,,,,,40.2,30.9,1.3009708737864079,856.26,658.17
1394,"Sicilian Defense, Chekhover Variation",white,8798,B53,2018-07-08,2261,2234,40.0,28.9,31.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Qxd4']",e4,c5,Nf3,d6,d4,cxd4,Qxd4,,40.0,31.1,1.2861736334405145,3519.2,2736.178
1395,"Sicilian Defense, Chekhover Variation, Zaitsev Defense",black,171,B53,2018-02-19,2249,2292,31.0,32.8,36.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Qd7,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Qxd4', 'Nc6', '5.Bb5', 'Qd7']",e4,c5,Nf3,d6,d4,cxd4,Qxd4,Nc6,36.3,31.0,1.1709677419354838,62.07299999999999,53.01
1396,"Sicilian Defense, Classical Variation",white,942,B58,2018-07-09,2289,2274,33.5,31.1,35.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Be2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.5,35.4,0.9463276836158192,315.57,333.46799999999996
1397,"Sicilian Defense, Classical Variation, Anti-Sozin Variation",black,3848,B57,2018-07-07,2347,2363,38.2,29.6,32.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bc4 Qb6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bc4', 'Qb6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,32.3,38.2,0.8455497382198951,1242.904,1469.9360000000001
1398,"Sicilian Defense, Classical Variation, Dragon Transfer",black,100,B58,2018-06-10,2315,2290,44.0,33.0,23.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 Nxd4 7.Qxd4 g6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Be2', 'Nxd4', '7.Qxd4', 'g6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,23.0,44.0,0.5227272727272727,23.0,44.0
1399,"Sicilian Defense, Classical Variation, Fianchetto Variation",white,1512,B58,2018-06-28,2356,2328,33.3,33.9,32.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.g3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.g3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.3,32.9,1.012158054711246,503.496,497.448
1400,"Sicilian Defense, Classical Variation, General",black,7740,B56,2018-07-01,2234,2261,39.0,28.2,32.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,32.8,39.0,0.8410256410256409,2538.72,3018.6
1401,"Sicilian Defense, Closed Sicilian, Anti-Sveshnikov Variation, Kharlov-Kramnik Line",black,213,B30,2018-05-07,2385,2414,17.4,46.0,36.6,1.e4 c5 2.Nc3 Nc6 3.Nf3 e5 4.Bc4 d6 5.d3 Be7 6.Nd2 Bg5,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.Nf3', 'e5', '4.Bc4', 'd6', '5.d3', 'Be7', '6.Nd2', 'Bg5']",e4,c5,Nc3,Nc6,Nf3,e5,Bc4,d6,36.6,17.4,2.1034482758620694,77.958,37.062
1402,"Sicilian Defense, Closed Variation",white,4131,B25,2018-07-08,2201,2181,29.1,30.2,40.7,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.d3', 'd6', '6.f4']",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,29.1,40.7,0.714987714987715,1202.121,1681.317
1403,"Sicilian Defense, Closed Variation",white,6004,B26,2018-07-08,2184,2165,30.5,29.7,39.8,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.Be3,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.d3', 'd6', '6.Be3']",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,30.5,39.8,0.7663316582914573,1831.22,2389.5919999999996
1404,"Sicilian Defense, Closed Variation",white,22482,B23,2018-07-09,2137,2111,36.9,24.4,38.7,1.e4 c5 2.Nc3,"['1.e4', 'c5', '2.Nc3']",e4,c5,Nc3,,,,,,36.9,38.7,0.9534883720930232,8295.858,8700.534
1405,"Sicilian Defense, Closed Variation, Botvinnik Defense I",black,412,B25,2018-07-01,2232,2251,42.0,29.4,28.6,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e5,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.d3', 'd6', '6.f4', 'e5']",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,28.6,42.0,0.680952380952381,117.83200000000001,173.04
1406,"Sicilian Defense, Closed Variation, Botvinnik Defense I, Edge Variation",black,261,B25,2017-12-28,2230,2309,32.6,24.9,42.5,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e5 7.Nh3 Nge7,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.d3', 'd6', '6.f4', 'e5', '7.Nh3', 'Nge7']",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,42.5,32.6,1.303680981595092,110.925,85.086
1407,"Sicilian Defense, Closed Variation, Botvinnik Defense II",black,348,B25,2018-06-28,2273,2249,44.0,36.5,19.5,1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.Nge2 e5,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.d3', 'd6', '6.Nge2', 'e5']",e4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,19.5,44.0,0.4431818181818182,67.86,153.12
1408,"Sicilian Defense, Closed Variation, Chameleon Variation",white,1791,B23,2018-07-08,2304,2285,36.8,31.0,32.2,1.e4 c5 2.Nc3 Nc6 3.Nge2,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.Nge2']",e4,c5,Nc3,Nc6,Nge2,,,,36.8,32.2,1.1428571428571426,659.0879999999999,576.702
1409,"Sicilian Defense, Closed Variation, Fianchetto Variation",white,9753,B24,2018-07-08,2144,2120,32.8,26.7,40.5,1.e4 c5 2.Nc3 Nc6 3.g3,"['1.e4', 'c5', '2.Nc3', 'Nc6', '3.g3']",e4,c5,Nc3,Nc6,g3,,,,32.8,40.5,0.8098765432098765,3198.9839999999995,3949.965
1410,"Sicilian Defense, Closed Variation, Korchnoi Defense",black,1749,B23,2018-07-01,2201,2225,41.6,31.1,27.4,1.e4 c5 2.Nc3 e6 3.g3 d5,"['1.e4', 'c5', '2.Nc3', 'e6', '3.g3', 'd5']",e4,c5,Nc3,e6,g3,d5,,,27.4,41.6,0.6586538461538461,479.226,727.5840000000001
1411,"Sicilian Defense, Closed Variation, Traditional",black,8936,B25,2018-07-07,2161,2193,31.5,26.0,42.5,1.e4 c5 2.Nc3 Nc6,"['1.e4', 'c5', '2.Nc3', 'Nc6']",e4,c5,Nc3,Nc6,,,,,42.5,31.5,1.3492063492063493,3797.8,2814.84
1412,"Sicilian Defense, Delayed Alapin Variation",white,9821,B40,2018-07-09,2279,2251,32.8,34.6,32.5,1.e4 c5 2.Nf3 e6 3.c3,"['1.e4', 'c5', '2.Nf3', 'e6', '3.c3']",e4,c5,Nf3,e6,c3,,,,32.8,32.5,1.0092307692307692,3221.288,3191.825
1413,"Sicilian Defense, Delayed Alapin",white,10882,B50,2018-07-09,2240,2224,39.0,28.2,32.8,1.e4 c5 2.Nf3 d6 3.c3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.c3']",e4,c5,Nf3,d6,c3,,,,39.0,32.8,1.1890243902439026,4243.98,3569.296
1414,"Sicilian Defense, Delayed Alapin, Basman-Palatnik Double Gambit",white,330,B50,2018-06-05,2272,2197,54.2,22.4,23.3,1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 Nc6 5.d4 cxd4 6.cxd4 Nxe4 7.d5 Qa5+ 8.Nc3 Nxc3 9.bxc3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.c3', 'Nf6', '4.Be2', 'Nc6', '5.d4', 'cxd4', '6.cxd4', 'Nxe4', '7.d5', 'Qa5+', '8.Nc3', 'Nxc3', '9.bxc3']",e4,c5,Nf3,d6,c3,Nf6,Be2,Nc6,54.2,23.3,2.3261802575107295,178.86,76.89
1415,"Sicilian Defense, Dragon Variation, Classical Variation",white,382,B72,2018-04-29,2288,2250,39.0,27.0,34.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.Nb3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.Nb3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,39.0,34.0,1.1470588235294117,148.98,129.88
1416,"Sicilian Defense, Dragon Variation, Classical Variation",white,1064,B73,2018-06-20,2115,2104,27.3,30.0,42.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.O-O,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.O-O']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,27.3,42.8,0.6378504672897197,290.472,455.392
1417,"Sicilian Defense, Dragon Variation, Classical Variation",white,1190,B72,2018-07-02,2041,2041,35.5,26.0,38.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,35.5,38.5,0.922077922077922,422.45,458.15
1418,"Sicilian Defense, Dragon Variation, Classical Variation",black,922,B73,2018-07-02,2143,2169,40.0,25.4,34.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,34.6,40.0,0.865,319.012,368.8
1419,"Sicilian Defense, Dragon Variation, Classical Variation, Alekhine Line",black,183,B74,2018-03-24,2291,2278,39.3,31.1,29.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.O-O O-O 9.Nb3 a5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.O-O', 'O-O', '9.Nb3', 'a5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,29.5,39.3,0.7506361323155217,53.985,71.919
1420,"Sicilian Defense, Dragon Variation, Classical Variation, Battery Variation",white,1026,B73,2018-05-31,2215,2202,27.3,37.7,35.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.O-O O-O 9.Qd2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.O-O', 'O-O', '9.Qd2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,27.3,35.0,0.78,280.098,359.1
1421,"Sicilian Defense, Dragon Variation, Classical Variation, General",white,2620,B72,2018-07-06,2273,2269,40.0,30.1,29.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,40.0,29.9,1.3377926421404682,1048.0,783.38
1422,"Sicilian Defense, Dragon Variation, Classical Variation, Maroczy Line",black,349,B74,2018-06-02,2265,2281,31.2,34.7,34.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.O-O O-O 9.Nb3 Be6 10.f4 Na5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.O-O', 'O-O', '9.Nb3', 'Be6', '10.f4', 'Na5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,34.1,31.2,1.092948717948718,119.009,108.88799999999999
1423,"Sicilian Defense, Dragon Variation, Classical Variation, Normal Line",white,1111,B74,2018-07-05,2172,2177,32.8,28.7,38.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 Nc6 8.O-O O-O 9.Nb3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'g6', '6.Be2', 'Bg7', '7.Be3', 'Nc6', '8.O-O', 'O-O', '9.Nb3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,32.8,38.5,0.8519480519480519,364.40799999999996,427.735
